link_id,source_link_id,road_no,road_class,road_name,length_km,chainage_from_km,chainage_to_km,surface,pavement_class,maintenance_station,maintenance_region,start_x_coordinate_dd,start_y_coordinate_dd,end_x_coordinate_dd,end_y_coordinate_dd,link_id_correction_status
C226_Link01,C226_Link01,C226,C,Kyabakuza - Kyogya - Matete,30.297,0.0,30.297,Unsealed,Unpaved,Masaka,Central,31.70749685,-0.33919667,31.48958558,-0.24208518,Source ID retained
C226_Link02,C226_Link02,C226,C,Matete - Kakinga - Kaliro,50.493,30.297,80.79,Unsealed,Unpaved,Masaka,Central,31.48958558,-0.24208518,31.15084137,-0.3776845,Source ID retained
C227_Link01,C227_Link01,C227,C,Lyantonde - Kaliro - Nabitanga - Ntusi,44.311,0.0,44.311,Unsealed,Unpaved,Masaka,Central,31.15411675,-0.40532191,31.12877343,-0.01917308,Source ID retained
C228_Link01,C228_Link01,C228,C,Ntusi - Nabitanga,12.339,0.0,12.339,Unsealed,Unpaved,Masaka,Central,31.2006002,0.05037769,31.12888607,-0.01909188,Source ID retained
C228_Link02,C228_Link02,C228,C,Nabitanga - Rushere,29.727,12.339,42.066,Unsealed,Unpaved,Ibanda,Southern,31.12888607,-0.01909188,30.95346056,-0.1773084,Source ID retained
C229_Link01,C229_Link01,C229,C,Luku Pier - Kalangala HQ,34.652,0.0,34.652,Unsealed,Unpaved,Masaka,Central,32.06721075,-0.24840471,32.29221036,-0.31030874,Source ID retained
C230_Link01,C230_Link01,C230,C,Kalangala HQ - Mulabana,34.705,0.0,34.705,Unsealed,Unpaved,Masaka,Central,32.19944126,-0.44259231,32.19938484,-0.4425822,Source ID retained
C231_Link01,C231_Link01,C231,C,Lumbugu - Rakai,4.5,0.0,4.5,Bituminous,Paved,Masaka,Central,31.41793022,-0.68463139,31.40766129,-0.71310077,Source ID retained
C232_Link01,C232_Link01,C232,C,Lyantonde - High Street,1.33,0.0,1.33,Bituminous,Paved,Masaka,Central,31.15911437,-0.40380608,31.1482644,-0.40817041,Source ID retained
C233_Link01,C233_Link01,C233,C,Bukulula-Kalungu,11.635,0.0,11.635,Unsealed,Unpaved,Masaka,Central,31.84947342,-0.18359421,31.75783848,-0.17149002,Source ID retained
C234_Link01,C234_Link01,C234,C,Mukoko-Birinzi-Ssunga,12.763,0.0,12.763,Unsealed,Unpaved,Masaka,Central,31.84422531,-0.20211573,31.88360963,-0.30418242,Source ID retained
C235_Link01,C235_Link01,C235,C,Villa Road Link,1.02704077394,0.0,1.02704077394,Bituminous,Paved,Masaka,Central,31.75971167,-0.31743687,31.75639152,-0.30875968,Source ID retained
C260_Link01,C260_Link01,C260,C,Mityana - Busunju,28.372,0.0,28.372,Unsealed,Unpaved,Mpigi,Central,32.04440361,0.40534526,32.206104,0.56522749,Source ID retained
C261_Link01,C261_Link01,C261,C,Matte - Sekanyonyi,16.595,0.0,16.595,Unsealed,Unpaved,Mpigi,Central,32.19841127,0.38134501,32.13791406,0.50097876,Source ID retained
C261_Link02,C261_Link02,C261,C,Sekanyonyi - Kikonge,13.567,16.595,30.162,Unsealed,Unpaved,Mpigi,Central,32.13791406,0.50097876,32.14145239,0.60918411,Source ID retained
C262_Link01,C262_Link01,C262,C,Mityana-Misigi-Kanoni,36.594,0.0,36.594,Unsealed,Unpaved,Mpigi,Central,32.03846158,0.39430392,31.90610292,0.17249836,Source ID retained
C263_Link01,C263_Link01,C263,C,Myanzi loop,1.839,0.0,1.839,Unsealed,Unpaved,Mubende,Central,31.91028124,0.43696461,31.8974991,0.43361435,Source ID retained
C264_Link01,C264_Link01,C264,C,Nabingoola - Kasambya,15.45,0.0,15.45,Unsealed,Unpaved,Mubende,Central,31.18139211,0.48729376,31.22797036,0.38072539,Source ID retained
C265_Link01,C265_Link01,C265,C,Kitenga-Masozi,17.769,0.0,17.769,Unsealed,Unpaved,Mubende,Central,31.50893072,0.49734008,31.57119625,0.36273535,Source ID retained
C265_Link02,C265_Link02,C265,C,Masozi- Madu,20.742,17.769,38.511,Unsealed,Unpaved,Mpigi,Central,31.57119625,0.36273535,31.66757158,0.21591649,Source ID retained
C266_Link01,C266_Link01,C266,C,Kiganda Loop,1.07,0.0,1.07,Unsealed,Unpaved,Mubende,Central,31.67545785,0.45343773,31.6678877,0.4569325,Source ID retained
C267_Link01,C267_Link01,C267,C,Mityana - Katakala - Naama,0.137,0.0,0.137,Unsealed,Unpaved,Mubende,Central,31.99524167,0.41301113,31.99482815,0.41190308,Source ID retained
C268_Link01,C268_Link01,C268,C,Mityana-Katakala-Naama,7.471,0.0,7.471,Bituminous,Paved,Mubende,Central,32.03712099,0.4020959,31.98018211,0.4155217,Source ID retained
C270_Link01,C270_Link01,C270,C,Mityana - District Offices - Nakaseeta,8.09,0.0,8.09,Unsealed,Unpaved,Mubende,Central,32.0508639,0.40067247,32.07859621,0.4483286,Source ID retained
C271_Link01,C271_Link01,C271,C,Wakitundu - Bulera - Mutetema,18.662,0.0,18.662,Unsealed,Unpaved,Mubende,Central,32.04636128,0.42475993,31.98003453,0.55689044,Source ID retained
C271_Link02,C271_Link02,C271,C,Mutetema-Kyamusisi - Bukuya,22.976,18.662,41.638,Unsealed,Unpaved,Mubende,Central,31.98003453,0.55689044,31.83389956,0.67513814,Source ID retained
C271_Link03,C271_Link03,C271,C,Kyamusisi- Kikoloto - Kitumbi Bridge (Kayindiyindi),26.499,41.638,68.137,Unsealed,Unpaved,Mubende,Central,31.83389956,0.67513814,31.65815712,0.81702322,Source ID retained
C271_Link04,C271_Link04,C271,C,Kitumbi Bridge - Bukwiri,39.386,68.137,107.523,Unsealed,Unpaved,Hoima,Western,31.65818682,0.8170339,31.59567305,1.12551796,Source ID retained
C272_Link01,C272_Link01,C272,C,Hoima Road/Kituuma-Kiryoka-Mutetema,20.08,0.0,20.08,Unsealed,Unpaved,Mpigi,Central,32.13669177,0.61755259,31.98006743,0.55682302,Source ID retained
C273_Link01,C273_Link01,C273,C,Myanzi - Kasanda,16.86,0.0,16.86,Unsealed,Unpaved,Mubende,Central,31.91077463,0.4369913,31.82009715,0.54599537,Source ID retained
C273_Link02,C273_Link02,C273,C,Kasanda - Bukuya,14.88,16.86,31.74,Unsealed,Unpaved,Mubende,Central,31.82009715,0.54599537,31.83681133,0.67405825,Source ID retained
C273_Link03,C273_Link03,C273,C,Bukuya - Kiboga,29.925,31.74,61.665,Unsealed,Unpaved,Mubende,Central,31.83681133,0.67405825,31.77813845,0.90927156,Source ID retained
C274_Link01,C274_Link01,C274,C,Kasanda - Madudu,42.8,0.0,42.8,Unsealed,Unpaved,Mubende,Central,31.81964942,0.54642492,31.49009677,0.67213631,Source ID retained
C274_Link02,C274_Link02,C274,C,Madudu - Kiyuya,16.9,42.8,59.689,Unsealed,Unpaved,Mubende,Central,31.4900926,0.67213995,31.38932352,0.61404549,Source ID retained
C275_Link01,C275_Link01,C275,C,Mate - Kabulamuliro-Kakinga,9.2,0.0,9.2,Unsealed,Unpaved,Luwero,Central,32.13667601,0.6176732,32.16479367,0.68351807,Source ID retained
C277_Link01,C277_Link01,C277,C,Kitenga -Ikula-Kanyogoga,43.59,0.0,43.59,Unsealed,Unpaved,Mubende,Central,31.28079714,0.41896912,31.50963652,0.49232491,Source ID retained
C279_Link01,C279_Link01,C279,C,Kabamba/ Karama army barracks off Mubende,9.0,0.0,9.0,Unsealed,Unpaved,Mubende,Central,31.1799907,0.27250027,31.17677055,0.27042564,Source ID retained
C280_Link01,C280_Link01,C280,C,Rwebituti-Gold Mines Spur,7.73,0.0,7.73,Unsealed,Unpaved,Mubende,Central,31.83390734,0.67513701,31.77496618,0.66233682,Source ID retained
C281_Link01,C281_Link01,C281,C,Mubende-Biwanga,4.879,0.0,4.879,Unsealed,Unpaved,Mubende,Central,31.38598767,0.5600084,31.35648737,0.53737887,Source ID retained
C283_Link01,C283_Link01,C283,C,Nkondo - Nalweyo,14.467,0.0,14.467,Unsealed,Unpaved,Mubende,Central,31.26221064,1.11795258,31.33118062,0.87692943,Source ID retained
C284_Link01,C284_Link01,C284,C,Mityana Railway Access 1,1.92225352671,0.0,1.92225352671,Unsealed,Unpaved,Mubende,Central,32.04546249,0.40491256,32.04837854,0.41288577,Source ID retained
C285_Link01,C285_Link01,C285,C,Mityana Railway Access 2,0.27549783049,0.0,0.27549783049,Unsealed,Unpaved,Mubende,Central,32.04889235,0.41264577,32.05056239,0.41092134,Source ID retained
C300_Link01,C300_Link01,C300,C,Kayunga-Bale-Galiraya-Lake Kyoga,87.401,0.0,87.401,Unsealed,Unpaved,Kampala,Central,32.90356666,0.6996902,32.75520194,1.41375763,Source ID retained
C301_Link01,C301_Link01,C301,C,Zirobwe -Kikyusa - Luweero,37.188,0.0,37.188,Unsealed,Unpaved,Luwero,Central,32.69889392,0.68206924,32.49933828,0.8332298,Source ID retained
C302_Link01,C302_Link01,C302,C,Gayaza-Zirobwe,30.873,0.0,30.873,Bituminous,Paved,Luwero,Central,32.61177126,0.45008124,32.69884751,0.68082251,Source ID retained
C302_Link02,C302_Link02,C302,C,Zirobwe-Bamunanika,11.501,30.873,42.374,Unsealed,Unpaved,Luwero,Central,32.69884751,0.68082251,32.60901088,0.67711356,Source ID retained
C302_Link03,C302_Link03,C302,C,Bamunanika-Wobulenzi,11.606,42.374,53.98,Unsealed,Unpaved,Luwero,Central,32.60901088,0.67711356,32.52821273,0.7174042,Source ID retained
C303_Link01,C303_Link01,C303,C,Kalule - Bamunanika,11.055,0.0,11.055,Unsealed,Unpaved,Luwero,Central,32.53235937,0.63836194,32.60890114,0.67799844,Source ID retained
C304_Link01,C304_Link01,C304,C,Kisule - Nakaseke - Kapeeka,34.106,0.0,34.106,Unsealed,Unpaved,Luwero,Central,32.51927911,0.73828757,32.24652645,0.68188757,Source ID retained
C305_Link01,C305_Link01,C305,C,Busunju - Kapeeka,15.493,0.0,15.493,Unsealed,Unpaved,Luwero,Central,32.2208218,0.5579775,32.25066599,0.67056263,Source ID retained
C306_Link01,C306_Link01,C306,C,Luwero-Kiwoko-Butalangu,28.761,0.0,28.761,Unsealed,Unpaved,Luwero,Central,32.49315051,0.84215396,32.24267013,0.82261842,Source ID retained
C307_Link01,C307_Link01,C307,C,Butalangwa - Ngoma - Bulyamusenyu,82.212,0.0,82.212,Unsealed,Unpaved,Luwero,Central,32.24267013,0.82261842,31.845229,1.36783398,Source ID retained
C308_Link01,C308_Link01,C308,C,Nakasongola loop,12.762,0.0,12.762,Bituminous,Paved,Luwero,Central,32.45821033,1.25160952,32.42214506,1.32577388,Source ID retained
C309_Link01,C309_Link01,C309,C,Nakasongola - Airbase,6.699,0.0,6.699,Bituminous,Paved,Luwero,Central,32.46531098,1.31675731,32.4820406,1.37468834,Source ID retained
C310_Link01,C310_Link01,C310,C,Kamuli - Namasagali,20.8,0.0,20.8,Unsealed,Unpaved,Jinja,Eastern,33.11045558,0.92738986,32.94984481,1.00718164,Source ID retained
C311_Link01,C311_Link01,C311,C,Bombo - Ndejje - Kalasa,18.41,0.0,18.41,Unsealed,Unpaved,Luwero,Central,32.53236797,0.58497655,32.40390488,0.57609427,Source ID retained
C312_Link01,C312_Link01,C312,C,Kalule - Bowa - Nakaseke,20.579,0.0,20.579,Unsealed,Unpaved,Luwero,Central,32.53228173,0.63903559,32.41604403,0.72994431,Source ID retained
C312_Link02,C312_Link02,C312,C,Nakaseke - Kiwoko,14.97,20.579,35.549,Unsealed,Unpaved,Luwero,Central,32.41604403,0.72994431,32.36296278,0.84430595,Source ID retained
C313_Link01,C313_Link01,C313,C,Katikamu - Kikyusa,16.881,0.0,16.881,Unsealed,Unpaved,Luwero,Central,32.52736962,0.7314106,32.63118821,0.83355399,Source ID retained
C315_Link01,C315_Link01,C315,C,Kyankwazi - Ngoma,14.867,0.0,14.867,Unsealed,Unpaved,Luwero,Central,32.01857005,1.18029591,31.88558187,1.10429446,Source ID retained
C315_Link02,C315_Link02,C315,C,Ngoma - Kasozi - Kyamukonda,42.0,14.9,56.9,Unsealed,Unpaved,Luwero,Central,32.19025417,1.42000809,32.15568944,1.38612612,Source ID retained
C316_Link01,C316_Link01,C316,C,Ngoma-Buwana-Kinyogogga,27.15,0.0,27.15,Unsealed,Unpaved,Luwero,Central,32.01884621,1.1822223,32.23430725,1.21106798,Source ID retained
C317_Link01,C317_Link01,C317,C,Katuugo-Kinyogogga,31.905,0.0,31.905,Unsealed,Unpaved,Luwero,Central,32.46425604,1.16069144,32.23440839,1.21105609,Source ID retained
C317_Link02,C317_Link02,C317,C,Kinyogogga-Kaweweeta Barracks,8.984,31.905,40.889,Unsealed,Unpaved,Luwero,Central,32.23440839,1.21105609,32.17674282,1.24054927,Source ID retained
C318_Link01,C318_Link01,C318,C,Sasira-Namika,22.082,0.0,22.082,Unsealed,Unpaved,Luwero,Central,32.42640527,1.32570387,32.41921922,1.51503936,Source ID retained
C320_Link01,C320_Link01,C320,C,Kapeeka - Singo Military Barracks - Kituuma,19.513,0.0,19.513,Unsealed,Unpaved,Luwero,Central,32.08628098,0.67238377,32.24650227,0.68208838,Source ID retained
C325_Link01,C325_Link01,C325,C,Kikyusa- Bamugolode - Kazwama - Nakasongola,83.131,0.0,83.131,Unsealed,Unpaved,Luwero,Central,32.64413806,0.83663306,32.46523646,1.31256385,Source ID retained
C326_Link01,C326_Link01,C326,C,Nakasongola - Lwampanga - Zengebe Access,31.981,0.0,31.981,Unsealed,Unpaved,Luwero,Central,32.48146777,1.37263541,32.42191995,1.51587375,Source ID retained
C326_Link02,C326_Link02,C326,C,Lwampanga - Lwabyata - Kafu,46.0,31.981,78.0,Unsealed,Unpaved,Luwero,Central,32.42191996,1.51586844,32.04216608,1.53822724,Source ID retained
C329_Link01,C329_Link01,C329,C,Kayindu-Kalagala-Kyabakadde,27.65,0.0,27.65,Unsealed,Unpaved,Luwero,Central,32.65870484,0.58835473,32.61464789,0.6117568,Source ID retained
C330_Link01,C330_Link01,C330,C,Kakooge - Nansaka - Wabusana,29.735,0.0,29.735,Unsealed,Unpaved,Luwero,Central,32.46717199,1.05121799,32.65575761,0.88935884,Source ID retained
C331_Link01,C331_Link01,C331,C,Migeera-Nabisweera,7.079,0.0,7.079,Unsealed,Unpaved,Luwero,Central,32.26009058,1.40881862,32.27082619,1.4693563,Source ID retained
C332_Link01,C332_Link01,C332,C,Kasiso-Mazzi-Kalungi,57.024,0.0,57.024,Unsealed,Unpaved,Luwero,Central,32.5232261,0.85988326,32.66125214,1.28909986,Source ID retained
C333_Link01,C333_Link01,C333,C,Kiwoko-Kalagala-Ngogolo,34.8,0.0,34.8,Unsealed,Unpaved,Luwero,Central,32.36109161,0.84511831,32.47774951,0.89832849,Source ID retained
C334_Link01,C334_Link01,C334,C,Kakinga -Kalungu - Dwaniro,32.0,0.0,32.0,Unsealed,Unpaved,Luwero,Central,32.16522118,0.68343243,32.07314804,0.80124087,Source ID retained
C335_Link01,C335_Link01,C335,C,Sungira Hill Access,1.6,0.0,1.6,Bituminous,Paved,Luwero,Central,32.45863737,1.32123283,32.466588110000004,1.31937684,Source ID retained
C336_Link01,C336_Link01,C336,C,Nakitooma Access,2.4,0.0,2.4,Unsealed,Unpaved,Luwero,Central,32.09596007,1.5079827,32.09199376,1.52865221,Source ID retained
C337_Link01,C337_Link01,C337,C,Kikondo-Kikandwa-Nvuye,7.4,0.0,7.4,Unsealed,Unpaved,Luwero,Central,32.30890997,0.63568264,32.25583894,0.6129957,Source ID retained
C338_Link01,C338_Link01,C338,C,Zengebe-Ferry-Access,3.025,0.0,3.025,Unsealed,Unpaved,Luwero,Central,32.50594167,1.47874358,32.52996863,1.47540428,Source ID retained
C339_Link01,C339_Link01,C339,C,Kikubampanga - Lutabayima - Seganga,5.801,0.0,5.801,Unsealed,Unpaved,Luwero,Central,32.29715795,0.55261394,32.33283474,0.52343042,Source ID retained
C340_Link01,C340_Link01,C340,C,Kyamukonda - Lugogo River - Ngoma,31.5952458143,0.0,31.5952458143,Unsealed,Unpaved,Luwero,Central,32.16892707,1.43398562,31.99311901,1.25342699,Source ID retained
C350_Link01,C350_Link01,C350,C,Katete-Isingiro,30.649,0.0,30.649,Bituminous,Paved,Mbarara,Southern,30.64057727,-0.6197963,30.816942740000002,-0.79579777,Source ID retained
C350_Link02,C350_Link02,C350,C,Isingiro-Nsongezi,23.654,30.649,54.303,Bituminous,Paved,Mbarara,Southern,30.816942740000002,-0.79579777,30.75281466,-0.98848269,Source ID retained
C351_Link01,C351_Link01,C351,C,Isingiro-Kityanza,22.203,0.0,22.203,Unsealed,Unpaved,Mbarara,Southern,30.81759692,-0.81261509,30.98670941,-0.81035406,Source ID retained
C351_Link02,C351_Link02,C351,C,Kityanza-Nakabanga,41.311,22.203,63.514,Unsealed,Unpaved,Mbarara,Southern,30.98670941,-0.81035406,31.29482209,-0.94821156,Source ID retained
C351_Link03,C351_Link03,C351,C,Nakabanga-Rakai,40.058,63.514,103.572,Unsealed,Unpaved,Mbarara,Southern,31.29482209,-0.94821156,31.40766129,-0.71310077,Source ID retained
C352_Link01,C352_Link01,C352,C,Kityaza-Burema-Bugango(Uganda/Tanzania border),25.217,0.0,25.217,Unsealed,Unpaved,Mbarara,Southern,30.97051739,-0.80860848,31.00524856,-0.99853017,Source ID retained
C353_Link01,C353_Link01,C353,C,Nsongezi-Kyaka,13.783,0.0,13.783,Unsealed,Unpaved,Mbarara,Southern,30.75281466,-0.98848269,30.87032922,-0.99935892,Source ID retained
C354_Link01,C354_Link01,C354,C,Kikagati - Murungo bridge,2.719,0.0,2.719,Bituminous,Paved,Mbarara,Southern,30.6582707,-1.0421589,30.64825318,-1.06405053,Source ID retained
C355_Link01,C355_Link01,C355,C,Nyakahita-Rushere,33.232,0.0,33.232,Bituminous,Paved,Ibanda,Southern,31.12173683,-0.41706717,30.93815191,-0.21145295,Source ID retained
C355_Link02,C355_Link02,C355,C,Rushere-Kazo,34.758,33.232,67.99,Bituminous,Paved,Ibanda,Southern,30.93815191,-0.21145295,30.75383128,-0.05792642,Source ID retained
C356_Link01,C356_Link01,C356,C,Ibanda-Kanoni-Kazo,32.433,0.0,32.433,Bituminous,Paved,Ibanda,Southern,30.5008388,-0.13067303,30.75373018,-0.05806678,Source ID retained
C356_Link02,C356_Link02,C356,C,Kazo-Buremba,29.938,32.433,62.371,Unsealed,Unpaved,Ibanda,Southern,30.75373018,-0.05806678,30.90951618,0.13044566,Source ID retained
C357_Link01,C357_Link01,C357,C,Muzizi-Buremba,53.483,0.0,53.483,Unsealed,Unpaved,Ibanda,Southern,30.53234966,-0.00588087,30.93039605,0.13408564,Source ID retained
C357_Link02,C357_Link02,C357,C,Buremba-Remiyaga,32.53,53.483,86.013,Unsealed,Unpaved,Ibanda,Southern,30.93039605,0.13408564,31.15419497,0.11236383,Source ID retained
C358_Link01,C358_Link01,C358,C,Rwemikoma-Kijuma,4.212,0.0,4.212,Unsealed,Unpaved,Ibanda,Southern,30.93817788,-0.21144845,30.95346174,-0.17731896,Source ID retained
C358_Link02,C358_Link02,C358,C,Kijuma-Rwakitura,31.257,4.212,35.469,Unsealed,Unpaved,Ibanda,Southern,30.95346174,-0.17731896,30.86100866,0.05679979,Source ID retained
C359_Link01,C359_Link01,C359,C,Rugaaga-Rushasha-Rwentaha,49.707,0.0,49.707,Unsealed,Unpaved,Mbarara,Southern,31.02347415,-0.82902069,31.15971544,-0.82397043,Source ID retained
C359_Link02,C359_Link02,C359,C,Rwentaha-Endizi,5.209,49.707,54.916,Unsealed,Unpaved,Mbarara,Southern,31.15971544,-0.82397043,31.14854365,-0.8651122,Source ID retained
C360_Link01,C360_Link01,C360,C,Isingiro-Ngarama,6.1,0.0,6.1,Bituminous,Paved,Mbarara,Southern,30.81202378,-0.81507106,30.81189405,-0.8615323,Source ID retained
C360_Link02,C360_Link02,C360,C,Ekitindo - Ngarama - Kasheshe,41.2,6.1,47.3,Unsealed,Unpaved,Mbarara,Southern,30.81189405,-0.8615323,30.94152551,-1.00161175,Source ID retained
C361_Link01,C361_Link01,C361,C,Ntantamukyi - Kamwema,16.544,0.0,16.544,Unsealed,Unpaved,Mbarara,Southern,31.21428951,-0.89801231,31.23297773,-0.99922151,Source ID retained
C362_Link01,C362_Link01,C362,C,Mabona Loop,7.1,0.0,7.1,Bituminous,Paved,Mbarara,Southern,30.81719107,-0.79554292,30.78103862,-0.83725804,Source ID retained
C363_Link01,C363_Link01,C363,C,Kabingo - Nyakitunda - Kabuyanda - Kyezi,39.36,0.0,39.36,Unsealed,Unpaved,Mbarara,Southern,30.77827727,-0.77311315,30.69490329,-1.01376941,Source ID retained
C364_Link01,C364_Link01,C364,C,Ruti - Mwizi - Kabuyanda - Kikagati,63.63,0.0,63.63,Unsealed,Unpaved,Mbarara,Southern,30.61492217,-0.63576045,30.60578179,-1.02123386,Source ID retained
C365_Link01,C365_Link01,C365,C,Nyakiraguju - Ruzinga (Bugamba) Chitwe,32.825,0.0,32.825,Unsealed,Unpaved,Mbarara,Southern,30.37820059,-0.71727523,30.53130948,-0.82965143,Source ID retained
C365_Link02,C365_Link02,C365,C,Ruzinga (Bugamba) Chitwe,19.497,32.825,52.322,Unsealed,Unpaved,Mbarara,Southern,30.53130948,-0.82965143,30.47520868,-0.97313093,Source ID retained
C366_Link01,C366_Link01,C366,C,Nyamukana-Kahambo-Kashuro,23.33,0.0,23.33,Unsealed,Unpaved,Mbarara,Southern,30.33500637,-0.7531473,30.40875158,-0.90622033,Source ID retained
C367_Link01,C367_Link01,C367,C,Biharwe - Rushozi - Ruhengere - Kikatsi,49.51,0.0,49.51,Unsealed,Unpaved,Ibanda,Southern,30.73341177,-0.52361113,30.87076643,-0.20295029,Source ID retained
C368_Link01,C368_Link01,C368,C,Biharwe - Bwizibwera,22.944,0.0,22.944,Unsealed,Unpaved,Mbarara,Southern,30.57275409,-0.43638972,30.73063208,-0.51216806,Source ID retained
C369_Link01,C369_Link01,C369,C,Lubingo-Kacwangobe-Kashenshama,20.465,0.0,20.465,Unsealed,Unpaved,Mbarara,Southern,30.65531434,-0.45415385,30.6704371,-0.28122404,Source ID retained
C370_Link01,C370_Link01,C370,C,Ruhumba - Byanamira,6.301,0.0,6.301,Unsealed,Unpaved,Ibanda,Southern,30.59419563,-0.29950395,30.64096518,-0.28586513,Source ID retained
C370_Link02,C370_Link02,C370,C,Byanamira - Kashwa,25.047,6.301,31.348,Unsealed,Unpaved,Ibanda,Southern,30.64096518,-0.28586513,30.8226814,-0.20806765,Source ID retained
C371_Link01,C371_Link01,C371,C,Kashongi - Kantaganya,24.475,0.0,24.475,Unsealed,Unpaved,Ibanda,Southern,30.64091898,-0.28590812,30.66472589,-0.09660228,Source ID retained
C372_Link01,C372_Link01,C372,C,Kyankanda-Bitsya,17.099,0.0,17.099,Unsealed,Unpaved,Ibanda,Southern,30.47923076,-0.15500507,30.42601771,-0.26789207,Source ID retained
C372_Link02,C372_Link02,C372,C,Bitsya-Ruhoko,25.89,17.099,42.989,Unsealed,Unpaved,Ibanda,Southern,30.42598792,-0.2679047,30.43830168,-0.41789069,Source ID retained
C373_Link01,C373_Link01,C373,C,Ruhoko - Kabujogera,14.531,0.0,14.531,Unsealed,Unpaved,Ibanda,Southern,30.47918314,-0.15445326,30.39491507,-0.09320727,Source ID retained
C373_Link02,C373_Link02,C373,C,Kabujogera - Mahyoro Junction,21.03,14.531,35.561,Unsealed,Unpaved,Ibanda,Southern,30.39491507,-0.09320727,30.25392603,-0.05151911,Source ID retained
C374_Link01,C374_Link01,C374,C,Mahyoro Junction- Mahyoro landing site,4.605,0.0,4.605,Bituminous,Paved,Ibanda,Southern,30.49190296,-0.13447892,30.45263266,-0.13368117,Source ID retained
C375_Link01,C375_Link01,C375,C,Ishongororo - Bisheshe,24.126,0.0,24.126,Unsealed,Unpaved,Ibanda,Southern,30.48780765,-0.05767521,30.48441327,0.05582114,Source ID retained
C376_Link01,C376_Link01,C376,C,Kanyarigiri-Nyamarebe-Ishongororo,23.427,0.0,23.427,Unsealed,Unpaved,Ibanda,Southern,30.49738414,0.05240717,30.60713858,0.07661412,Source ID retained
C377_Link01,C377_Link01,C377,C,Kiburara T/c - Kiburara Prison Fram,1.487,0.0,1.487,Unsealed,Unpaved,Ibanda,Southern,30.47422415,0.07861207,30.46362962,0.0814277,Source ID retained
C378_Link01,C378_Link01,C378,C,Bijutsyo - Bihanga,27.424,0.0,27.424,Unsealed,Unpaved,Fort Portal,Western,30.67364611,0.10111929,30.60016001,0.28773985,Source ID retained
C379_Link01,C379_Link01,C379,C,Saano - Endizi Junction,10.941,0.0,10.941,Unsealed,Unpaved,Mbarara,Southern,31.12972021,-0.85633966,31.15971364,-0.82398978,Source ID retained
C380_Link01,C380_Link01,C380,C,Engarusya - Buremba,24.312,0.0,24.312,Unsealed,Unpaved,Ibanda,Southern,30.62615714,-0.0985012,30.65575793,0.09460754,Source ID retained
C382_Link01,C382_Link01,C382,C,Ntare-Mutonto-Kacwangobe,17.736,0.0,17.736,Unsealed,Unpaved,Mbarara,Southern,30.6493677,-0.6033241,30.6585381,-0.45373004,Source ID retained
C383_Link01,C383_Link01,C383,C,Rushere-Rwakitura,8.605,0.0,8.605,Bituminous,Paved,Ibanda,Southern,30.93805451,-0.21149605,30.94651471,-0.14084527,Source ID retained
C384_Link01,C384_Link01,C384,C,Nyakayojo TC-Kibingo PTC,2.839,0.0,2.839,Unsealed,Unpaved,Mbarara,Southern,30.56037246,-0.6427915,30.54938849,-0.65781282,Source ID retained
C385_Link01,C385_Link01,C385,C,Bihanga Army Barracks Access,1.71,0.0,1.71,Unsealed,Unpaved,Ibanda,Southern,30.61532788,0.08132016,30.61745498,0.07502038,Source ID retained
C386_Link01,C386_Link01,C386,C,Kiyoora PTC Access,0.229,0.0,0.229,Unsealed,Unpaved,Mbarara,Southern,30.33905045,-0.84558361,30.33991937,-0.84381961,Source ID retained
C387_Link01,C387_Link01,C387,C,Kyambura-Kashaka,19.055,0.0,19.055,Unsealed,Unpaved,Mbarara,Southern,30.17051867,-0.08974116,30.18004623,-0.07408805,Source ID retained
C388_Link01,C388_Link01,C388,C,Nyanga Swamp,0.7,0.0,0.7,Unsealed,Unpaved,Mbarara,Southern,31.12601799,-0.68882166,31.12721861,-0.68307622,Source ID retained
C389_Link01,C389_Link01,C389,C,Kityaza Bugango access,1.0,0.0,1.0,Unsealed,Unpaved,Mbarara,Southern,30.9561779,-0.96594348,30.96542216,-0.9679627,Source ID retained
C390_Link01,C390_Link01,C390,C,Mbarara Bypass,14.0,0.0,14.0,Bituminous,Paved,Mbarara,Southern,30.68151624,-0.58333673,30.58810724,-0.64210374,Source ID retained
C390N1_Link01,C390N1_Link01,C390N1,C,Mbarara Bypass (dual),14.0,14.0,0.0,Bituminous,Paved,Mbarara,Southern,30.58447,-0.64279001,30.68383583,-0.58165989,Source ID retained
C391_Link01,C391_Link01,C391,C,Access to Tumu hospital,10.195,0.0,10.195,Unsealed,Unpaved,Ibanda,Southern,30.46647331,-0.38516527,30.47856098,-0.34526163,Source ID retained
C410_Link01,C410_Link01,C410,C,Kagamba-Kebisoni,20.602,0.0,20.602,Bituminous,Paved,Kabale,Southern,30.1599031,-0.81803591,30.01017792,-0.85565499,Source ID retained
C410_Link02,C410_Link02,C410,C,Kebisoni-Rukungiri,13.941,20.602,34.543,Bituminous,Paved,Kabale,Southern,30.01017792,-0.85565499,29.92546832,-0.7831963,Source ID retained
C411_Link01,C411_Link01,C411,C,Muhanga-Kisiizi-Kebisoni,59.882,0.0,59.882,Unsealed,Unpaved,Kabale,Southern,30.12389148,-1.1714787,30.01054427,-0.85573416,Source ID retained
