link_id,source_link_id,road_no,road_class,road_name,length_km,chainage_from_km,chainage_to_km,surface,pavement_class,maintenance_station,maintenance_region,start_x_coordinate_dd,start_y_coordinate_dd,end_x_coordinate_dd,end_y_coordinate_dd,link_id_correction_status
B252_Link03,B252_Link03,B252,B,Acholibur - Kitgum,19.755,104.5,124.255,Bituminous,Paved,Kitgum,Northern,32.9138638,3.14378822,32.88013009,3.30340249,Source ID retained
B252_Link04,B252_Link04,B252,B,Kitgum - Madi Opei,45.456,124.255,169.711,Bituminous,Paved,Kitgum,Northern,32.88013009,3.30340249,33.09189994,3.62227937,Source ID retained
B252_Link05,B252_Link05,B252,B,Madi Opei - Uganda/Sudan border,20.512,169.711,190.223,Bituminous,Paved,Kitgum,Northern,33.09189994,3.62227937,33.19711473,3.77104648,Source ID retained
B253_Link01,B253_Link01,B253,B,Rwekunye - Masindi Port,7.343,0.0,7.343,Unsealed,Unpaved,Masindi,Western,32.02853449,1.70986435,32.09261207,1.69528443,Source ID retained
B253_Link02,B253_Link02,B253,B,Masindi Port-Akokoro-Apac-Aduku,103.421,7.343,110.764,Unsealed,Unpaved,Lira,Northern,32.09293314,1.69539757,32.71504008,1.99714268,Source ID retained
B253_Link03,B253_Link03,B253,B,Aduku - Lira,35.018,110.764,145.782,Unsealed,Unpaved,Lira,Northern,32.71504008,1.99714268,32.89385732,2.2381396,Source ID retained
B300_Link01,B300_Link01,B300,B,Namunsi - Sironko,21.805,0.0,21.805,Bituminous,Paved,Mbale,Eastern,34.16845329,1.12456098,34.27233648,1.24590291,Source ID retained
B300_Link02,B300_Link02,B300,B,Sironko - Muyembe,10.46,21.805,32.265,Bituminous,Paved,Mbale,Eastern,34.27233648,1.24590291,34.29582497,1.33348611,Source ID retained
B300_Link03,B300_Link03,B300,B,Muyembe - Namalu,71.6551359159,32.265,104.443,Unsealed,Unpaved,Mbale,Eastern,34.29582497,1.33348611,34.58220895,1.84061408,Source ID retained
B300_Link04,B300_Link04,B300,B,Namalu - Chosan - Lokapel,58.7906246869,104.443,161.786,Bituminous,Paved,Moroto,North Eastern,34.5822172,1.84061194,34.69351824,2.14866024,Source ID retained
B300_Link05,B300_Link05,B300,B,Lokapel - Ariamoi,45.803,161.786,207.589,Bituminous,Paved,Moroto,North Eastern,34.69351824,2.14866024,34.564887,2.50397007,Source ID retained
B300_Link06,B300_Link06,B300,B,Ariamoi - Moroto,10.997,207.589,218.586,Bituminous,Paved,Moroto,North Eastern,34.564887,2.50397007,34.65769638,2.53300401,Source ID retained
B301_Link01,B301_Link01,B301,B,Ariamoi - Kaladonapal - Kaperimoru,83.373,0.0,83.373,Unsealed,Unpaved,Kotido,North Eastern,34.54974368,2.49894747,34.19055967,2.97123132,Source ID retained
B301_Link02,B301_Link02,B301,B,Kapelimoru - Kotido,19.038,83.373,102.411,Unsealed,Unpaved,Kotido,North Eastern,34.19055967,2.97123132,34.0779252,3.0100664,Source ID retained
B301_Link03,B301_Link03,B301,B,Kotido - Apaan - Kabong,98.98,102.411,201.391,Unsealed,Unpaved,Kotido,North Eastern,34.0779252,3.0100664,33.94980522,3.685653,Source ID retained
B302_Link01,B302_Link01,B302,B,Kotido - Abim,63.821,0.0,63.821,Unsealed,Unpaved,Kotido,North Eastern,34.07791912,3.0100608,33.65981205,2.71144792,Source ID retained
B302_Link02,B302_Link02,B302,B,Abim - Kilak,83.189,63.821,147.01,Unsealed,Unpaved,Kitgum,Northern,33.65981205,2.71144792,32.9588015,2.7670978,Source ID retained
B303_Link01,B303_Link01,B303,B,Soroti - Arapai,7.999,0.0,7.999,Bituminous,Paved,Soroti,North Eastern,33.61667791,1.7153539,33.628701,1.77988952,Source ID retained
B303_Link02,B303_Link02,B303,B,Arapai - Katakwi - Iriri,81.862,7.999,89.861,Bituminous,Paved,Soroti,North Eastern,33.628701,1.77988952,34.19595253,2.09217086,Source ID retained
B303_Link03,B303_Link03,B303,B,Iriri - Akisim (Lorengechora) - Ariamoi - Nadunget,68.814,89.861,158.675,Bituminous,Paved,Moroto,North Eastern,34.19595253,2.09217086,34.56498747,2.5042688,Source ID retained
B304_Link01,B304_Link01,B304,B,Muyembe - Kaserem - Kapchorwa,24.68,0.0,24.68,Bituminous,Paved,Mbale,Eastern,34.29736477,1.33582303,34.4307983,1.39068463,Source ID retained
B304_Link02,B304_Link02,B304,B,Kapchorwa-Suam,80.7,24.68,105.375,Bituminous,Paved,Mbale,Eastern,34.4307983,1.39068463,34.73281499,1.21637678,Source ID retained
B305_Link01,B305_Link01,B305,B,Tirinyi - Pallisa,19.765,0.0,19.765,Bituminous,Paved,Mbale,Eastern,33.76249323,1.00091566,33.71174922,1.16724102,Source ID retained
B305_Link02,B305_Link02,B305,B,Pallisa - Kanyago Bridge,21.681,19.765,41.446,Bituminous,Paved,Mbale,Eastern,33.71174922,1.16724102,33.87270264,1.26562001,Source ID retained
B305_Link03,B305_Link03,B305,B,Kanyago Bridge - Kumi,25.882,41.446,67.328,Bituminous,Paved,Soroti,North Eastern,33.8726799,1.26554103,33.93070649,1.48709846,Source ID retained
B306_Link01,B306_Link01,B306,B,Tororo(Malaba junction) - Busia,24.235,0.0,24.235,Unsealed,Unpaved,Tororo,Eastern,34.17194358,0.66001651,34.08873977,0.46641433,Source ID retained
B307_Link01,B307_Link01,B307,B,Jinja(kubiri round about)-Buwenge,23.16,0.0,23.16,Bituminous,Paved,Jinja,Eastern,33.21921344,0.45585513,33.17149662,0.64942529,Source ID retained
B307_Link02,B307_Link02,B307,B,Buwenge - Kamuli,32.633,23.16,55.793,Bituminous,Paved,Jinja,Eastern,33.17149662,0.64942529,33.11136345,0.93158757,Source ID retained
B307_Link03,B307_Link03,B307,B,Kamuli - Nawantale,15.86,55.793,71.653,Unsealed,Unpaved,Jinja,Eastern,33.11136345,0.93158757,33.09367265,1.07302761,Source ID retained
B307_Link04,B307_Link04,B307,B,Nawantale - Bukungu,51.319,71.653,122.972,Unsealed,Unpaved,Jinja,Eastern,33.09367265,1.07302761,32.86878297,1.43720818,Source ID retained
B308_Link01,B308_Link01,B308,B,Namutere - Busia,16.905,0.0,16.905,Bituminous,Paved,Tororo,Eastern,33.96771658,0.52505897,34.09851349,0.46545324,Source ID retained
C001_Link01,C001_Link01,C001,C,Nsambya- Cape town Villa,2.767,0.0,2.767,Bituminous,Paved,Kampala,Central,32.62826868,0.25806416,32.62092886,0.23925838,Source ID retained
C002_Link01,C002_Link01,C002,C,Seeta-Namilyango,3.825,0.0,3.825,Bituminous,Paved,Kampala,Central,32.7135142,0.36895606,32.71811999,0.33963187,Source ID retained
C003_Link01,C003_Link01,C003,C,Nazigo-Kireku-Nkokonjeru-Kitimbwa,41.578,0.0,41.578,Unsealed,Unpaved,Kampala,Central,32.9330196,0.82415707,32.98864545,0.77473462,Source ID retained
C005_Link01,C005_Link01,C005,C,Salaama Road,12.2,0.0,12.2,Bituminous,Paved,Kampala,Central,32.57166585,0.29163641,32.62059419,0.2395552,Source ID retained
C006_Link01,C006_Link01,C006,C,Kirongo-Kulwe,20.295,0.0,20.295,Unsealed,Unpaved,Kampala,Central,33.21732727,0.28367027,33.30717342,0.14547711,Source ID retained
C007_Link01,C007_Link01,C007,C,Kyerima-Bulawula,10.202,0.0,10.202,Unsealed,Unpaved,Kampala,Central,32.9330196,0.82415707,32.9330196,0.82415707,Source ID retained
C011_Link01,C011_Link01,C011,C,Walwanda-Kirongo,19.49,0.0,19.49,Unsealed,Unpaved,Kampala,Central,33.26105389,0.22015388,33.38953259,0.27646824,Source ID retained
C022_Link01,C022_Link01,C022,C,Mbuya/SilverSprings-Kireka,4.634,0.0,4.634,Bituminous,Paved,Kampala,Central,32.62890392,0.31799221,32.64796555,0.3462878,Source ID retained
C023_Link01,C023_Link01,C023,C,Old Njeru - Jinja,1.756,0.0,1.756,Bituminous,Paved,Kampala,Central,33.18347956,0.44236226,33.19804973,0.44542076,Source ID retained
C024_Link01,C024_Link01,C024,C,Mukono-Kyetume-Kisoga-Katosi,26.643,0.0,26.643,Bituminous,Paved,Kampala,Central,32.76157619,0.3511041,32.80262794,0.15225417,Source ID retained
C025_Link01,C025_Link01,C025,C,Kisoga - Lugasa,27.926,0.0,27.926,Bituminous,Paved,Kampala,Central,32.81738225,0.25311744,33.03146623,0.26987099,Source ID retained
C025_Link02,C025_Link02,C025,C,Lugasa - Najja,10.408,27.926,38.334,Bituminous,Paved,Kampala,Central,33.03141652,0.2699207,33.10206931,0.31198432,Source ID retained
C026_Link01,C026_Link01,C026,C,Bulumagi - Nyenga,4.05,0.0,4.05,Unsealed,Unpaved,Kampala,Central,33.13323044,0.41061962,33.15082284,0.37992137,Source ID retained
C027_Link01,C027_Link01,C027,C,Lugazi - Buikwe,10.804,0.0,10.804,Unsealed,Unpaved,Kampala,Central,32.94223604,0.36875144,33.02939976,0.34423305,Source ID retained
C028_Link01,C028_Link01,C028,C,Najja - Nyenga,9.791,0.0,9.791,Bituminous,Paved,Kampala,Central,33.10206931,0.31198432,33.14622124,0.3791549,Source ID retained
C029_Link01,C029_Link01,C029,C,Njeru-Nyenga-Buikwe,9.8,0.0,9.8,Bituminous,Paved,Kampala,Central,33.18402093,0.43801518,33.14556832,0.37935686,Source ID retained
C029_Link02,C029_Link02,C029,C,Nyenga-Buikwe,14.709,9.8,24.509,Unsealed,Unpaved,Kampala,Central,33.14556832,0.37935686,33.02939976,0.34423305,Source ID retained
C030_Link01,C030_Link01,C030,C,Buikwe - Najja,9.029,0.0,9.029,Unsealed,Unpaved,Kampala,Central,33.02947819,0.33873506,33.10207955,0.3119825,Source ID retained
C030_Link02,C030_Link02,C030,C,Najja - Kiyindi,7.83,9.029,16.859,Unsealed,Unpaved,Kampala,Central,33.10220039,0.31201707,33.15287496,0.27144454,Source ID retained
C034_Link01,C034_Link01,C034,C,Bugungu Prisons Access,3.523,0.0,3.523,Unsealed,Unpaved,Kampala,Central,33.173761,0.39589257,33.19954939,0.39216122,Source ID retained
C035_Link01,C035_Link01,C035,C,Buvuma Women's prison Access,0.931,0.0,0.931,Bituminous,Paved,Kampala,Central,32.64262048,0.30554216,32.63687997,0.30075005,Source ID retained
C036_Link01,C036_Link01,C036,C,Nambole - Kampala Industrial Park - Mukono,13.692,0.0,13.692,Unsealed,Unpaved,Kampala,Central,32.66183593,0.34802052,32.74637147,0.36061583,Source ID retained
C037_Link01,C037_Link01,C037,C,Mukono Railway access off Mukono - Kyetu,2.202,0.0,2.202,Unsealed,Unpaved,Kampala,Central,32.78004606,0.29991683,32.79705787,0.30172316,Source ID retained
C038_Link01,C038_Link01,C038,C,Kisoga - Kibanga Port,10.573,0.0,10.573,Unsealed,Unpaved,Kampala,Central,32.81749729,0.25238908,32.87214316,0.18898728,Source ID retained
C039_Link01,C039_Link01,C039,C,Nyenga - Railway station Access,1.733,0.0,1.733,Unsealed,Unpaved,Kampala,Central,33.15188866,0.37992404,33.15278827,0.3662991,Source ID retained
C040_Link01,C040_Link01,C040,C,Lugasa - Buikwe,8.723,0.0,8.723,Unsealed,Unpaved,Kampala,Central,33.03146623,0.26987099,33.02939976,0.34423305,Source ID retained
C041_Link01,C041_Link01,C041,C,Namataba - Kyampisi,40.806,0.0,40.806,Unsealed,Unpaved,Kampala,Central,32.86527123,0.38327715,32.92949037,0.6724373,Source ID retained
C042_Link01,C042_Link01,C042,C,Kawolo Railway access,0.859,0.0,0.859,Unsealed,Unpaved,Kampala,Central,32.94069568,0.36905135,32.93868264,0.36288104,Source ID retained
C043_Link01,C043_Link01,C043,C,Access to Kituuza Agriculture Research C,5.409,0.0,5.409,Unsealed,Unpaved,Kampala,Central,32.98140667,0.36051872,33.00995765,0.35067431,Source ID retained
C044_Link01,C044_Link01,C044,C,Buikwe - Lugasa(Makindu),6.949,0.0,6.949,Unsealed,Unpaved,Kampala,Central,33.04573785,0.33420159,33.08138358,0.28743669,Source ID retained
C045_Link01,C045_Link01,C045,C,Kabimbiri - Misindye,38.549,0.0,38.549,Unsealed,Unpaved,Kampala,Central,32.82835986,0.63027158,32.70150274,0.396484,Source ID retained
C046_Link01,C046_Link01,C046,C,Zirobwe - Lwajjali - Kasawo - Kabimbiri,22.974,0.0,22.974,Unsealed,Unpaved,Luwero,Central,32.83461597,0.63527363,32.70093826,0.68292583,Source ID retained
C047_Link01,C047_Link01,C047,C,Kasana - Bugobero,7.63,0.0,7.63,Unsealed,Unpaved,Kampala,Central,33.08765148,0.75560275,33.06981845,0.78077817,Source ID retained
C140_Link01,C140_Link01,C140,C,Kasana - Mbulamuti ferry access,1.27245848059,0.0,0.0,Unsealed,Unpaved,Kampala,Central,33.03291022,0.78141557,33.03609633,0.79102821,Source ID retained
C150_Link01,C150_Link01,C150,C,Najjanankumbi - Busabala,11.116,0.0,11.116,Unsealed,Unpaved,Kampala,Central,32.5692361,0.28714466,32.62003075,0.20879116,Source ID retained
C151_Link01,C151_Link01,C151,C,Busabala-Kazi,0.56,0.0,0.56,Unsealed,Unpaved,Kampala,Central,32.61602262,0.2123104,32.6150971,0.20779585,Source ID retained
C152_Link01,C152_Link01,C152,C,Kireka-Namugongo-Misindye-Seeta,14.879,0.0,14.879,Bituminous,Paved,Kampala,Central,32.64907748,0.34660372,32.71382363,0.36909167,Source ID retained
C153_Link01,C153_Link01,C153,C,Lweza - Kigo Prison,8.684,0.0,8.684,Unsealed,Unpaved,Kampala,Central,32.54872507,0.22599274,32.58859508,0.20789598,Source ID retained
C154_Link01,C154_Link01,C154,C,Matugga - Semuto - Kapeka,39.679,0.0,39.679,Bituminous,Paved,Luwero,Central,32.5213749,0.46567866,32.25074962,0.67043467,Source ID retained
C154_Link02,C154_Link02,C154,C,Kapeka-Butalangwa,18.24,39.679,57.919,Unsealed,Unpaved,Luwero,Central,32.25074962,0.67043467,32.24267013,0.82261842,Source ID retained
C157_Link01,C157_Link01,C157,C,Entebbe-Nakiwogo,3.374,0.0,3.374,Bituminous,Paved,Kampala,Central,32.47271044,0.06250596,32.44932285,0.08051931,Source ID retained
C158_Link01,C158_Link01,C158,C,Nakiwogo Statehouse road,1.517,0.0,1.517,Bituminous,Paved,Kampala,Central,32.46037621,0.07104498,32.46550575,0.06260266,Source ID retained
C159_Link01,C159_Link01,C159,C,Access to Kajjansi Fisheries Research Ce,1.669,0.0,1.669,Unsealed,Unpaved,Kampala,Central,32.54223622,0.21298661,32.53239305,0.22219647,Source ID retained
C160_Link01,C160_Link01,C160,C,Mpigi-Kasanje-Buwaya,19.789,0.0,19.789,Unsealed,Unpaved,Mpigi,Central,32.33346213,0.21922522,32.43898144,0.08990512,Source ID retained
C161_Link01,C161_Link01,C161,C,Mpigi Loop,3.434,0.0,3.434,Bituminous,Paved,Mpigi,Central,32.3349684,0.22073038,32.31560124,0.20729364,Source ID retained
C162_Link01,C162_Link01,C162,C,Mpigi - Kanoni,59.028,0.0,59.028,Bituminous,Paved,Mpigi,Central,32.31784376,0.2318733,31.90581379,0.17257708,Source ID retained
C162_Link02,C162_Link02,C162,C,Kanoni - Kabulasoke,11.347,59.028,70.375,Bituminous,Paved,Mpigi,Central,31.90581379,0.17257708,31.81206244,0.15737189,Source ID retained
C162_Link03,C162_Link03,C162,C,Kabulasoke - Madu,19.701,70.375,90.076,Bituminous,Paved,Mpigi,Central,31.81206244,0.15737189,31.66761295,0.21585998,Source ID retained
C162_Link04,C162_Link04,C162,C,Madu - Kasambya,36.155,90.076,126.231,Unsealed,Unpaved,Mpigi,Central,31.66761295,0.21585998,31.35732436,0.22558868,Source ID retained
C162_Link05,C162_Link05,C162,C,Kasambya - Nabakazi,29.857,126.231,156.088,Unsealed,Unpaved,Mubende,Central,31.35732436,0.22558868,31.22509142,0.37843994,Source ID retained
C163_Link01,C163_Link01,C163,C,MitalaMaria-Bulo-Kanoni,29.0,0.0,29.0,Unsealed,Unpaved,Mpigi,Central,32.11928332,0.08258632,31.90579883,0.17257971,Source ID retained
C164_Link01,C164_Link01,C164,C,MatalaMaria Loop,4.303,0.0,4.303,Unsealed,Unpaved,Mpigi,Central,32.14263882,0.08802439,32.1158,0.06988999,Source ID retained
C165_Link01,C165_Link01,C165,C,Buwama - Katebo Port,12.54,0.0,12.54,Unsealed,Unpaved,Mpigi,Central,32.10583001,0.06220999,32.07484294,-0.03678894,Source ID retained
C166_Link01,C166_Link01,C166,C,Madu-Kisozi-R.Katonga,22.106,0.0,22.106,Bituminous,Paved,Mpigi,Central,31.66533861,0.21403588,31.57037805,0.06818482,Source ID retained
C166_Link02,C166_Link02,C166,C,R. Katonga - Sembabule,21.994,22.106,44.1,Bituminous,Paved,Masaka,Central,31.57037446,0.06819157,31.46020625,-0.0831865,Source ID retained
C166_Link03,C166_Link03,C166,C,Sembabule - Matete,18.799,44.1,62.899,Unsealed,Unpaved,Masaka,Central,31.46020625,-0.0831865,31.48999464,-0.24438128,Source ID retained
C166_Link04,C166_Link04,C166,C,Matete - Mbirizi,17.309,62.899,80.208,Unsealed,Unpaved,Masaka,Central,31.48999464,-0.24438128,31.46138994,-0.3907871,Source ID retained
C167_Link01,C167_Link01,C167,C,Kyayi - Kasambya,7.668,0.0,7.668,Unsealed,Unpaved,Mpigi,Central,31.35705721,0.22562963,31.32790126,0.26079823,Source ID retained
C168_Link01,C168_Link01,C168,C,Bweyogerere - Bukasa,2.049,0.0,2.049,Bituminous,Paved,Kampala,Central,32.64615073,0.34351591,32.66147612,0.34825297,Source ID retained
C170_Link01,C170_Link01,C170,C,Namboole Access Road,2.053,0.0,2.053,Bituminous,Paved,Kampala,Central,32.65018477,0.34692709,32.66295565,0.35273402,Source ID retained
C171_Link01,C171_Link01,C171,C,Access to Kajjansi Air Strip,2.625,0.0,2.625,Unsealed,Unpaved,Kampala,Central,32.54149865,0.21026327,32.55258666,0.19435927,Source ID retained
C172_Link01,C172_Link01,C172,C,Kawuku - Bwerenga,6.573,0.0,6.573,Unsealed,Unpaved,Kampala,Central,32.53887494,0.13835129,32.5890285,0.13416975,Source ID retained
C173_Link01,C173_Link01,C173,C,Access to Lunnyo,2.121,0.0,2.121,Unsealed,Unpaved,Kampala,Central,32.47430143,0.06509386,32.46088513,0.07977593,Source ID retained
C174_Link01,C174_Link01,C174,C,Kitala - Gerenge,9.625,0.0,9.625,Unsealed,Unpaved,Kampala,Central,32.52107985,0.10653568,32.56791115,0.04446747,Source ID retained
C175_Link01,C175_Link01,C175,C,Abayita Ababiri - Kasenyi,5.446,0.0,5.446,Unsealed,Unpaved,Kampala,Central,32.50237951,0.09501856,32.51844939,0.0543284,Source ID retained
C176_Link01,C176_Link01,C176,C,Access to Katabi,4.048,0.0,4.048,Unsealed,Unpaved,Kampala,Central,32.48875867,0.08888759,32.4783492,0.07496742,Source ID retained
C177_Link01,C177_Link01,C177,C,Access to Kigungu,10.0,0.0,10.0,Unsealed,Unpaved,Kampala,Central,32.45809139,0.0529522,32.43621017,0.02792328,Source ID retained
C178_Link01,C178_Link01,C178,C,Natete - Nakawuka - Kisubi,28.107,0.0,28.107,Unsealed,Unpaved,Kampala,Central,32.53286,0.29947999,32.53304907,0.13031343,Source ID retained
C179_Link01,C179_Link01,C179,C,Old Masaka Road (Kyengera -Kabojja Secondary),1.598,0.0,1.598,Unsealed,Unpaved,Kampala,Central,32.50894881,0.29999544,32.52114491,0.29506833,Source ID retained
C180_Link01,C180_Link01,C180,C,Nakawuka - Namutamala - Katende - Bujuko,35.426,0.0,35.426,Unsealed,Unpaved,Mpigi,Central,32.38771032,0.42034871,32.46247919,0.18855749,Source ID retained
C181_Link01,C181_Link01,C181,C,Access to Kakiri Army Barracks,1.989,0.0,1.989,Unsealed,Unpaved,Kampala,Central,32.39212403,0.41995094,32.40115461,0.40555594,Source ID retained
C182_Link01,C182_Link01,C182,C,Buloba - Wakiso,8.869,0.0,8.869,Unsealed,Unpaved,Kampala,Central,32.4684549,0.32721966,32.47982357,0.39822851,Source ID retained
C183_Link01,C183_Link01,C183,C,Buloba PTTC,0.785,0.0,0.785,Unsealed,Unpaved,Mpigi,Central,32.46948882,0.32705966,32.463853,0.32356931,Source ID retained
C184_Link01,C184_Link01,C184,C,Kakiri-Masulita-Danze-Mawale,23.168,0.0,23.168,Unsealed,Unpaved,Luwero,Central,32.39194771,0.41994994,32.34863698,0.61217467,Source ID retained
C185_Link01,C185_Link01,C185,C,Gobero-Segenga-Kakonda,14.357,0.0,14.357,Unsealed,Unpaved,Luwero,Central,32.31257889,0.49028723,32.31397781,0.57804297,Source ID retained
C186_Link01,C186_Link01,C186,C,Namyumba-Kakonda-Wabikokoma-Semuto,14.651,0.0,14.651,Unsealed,Unpaved,Luwero,Central,32.26657206,0.52232004,32.33012109,0.61982374,Source ID retained
C187_Link01,C187_Link01,C187,C,Namayumba - Kitalya Prison - Kamuli,19.252,0.0,19.252,Unsealed,Unpaved,Kampala,Central,32.26549183,0.52277502,32.24708996,0.37979009,Source ID retained
C188_Link01,C188_Link01,C188,C,Kyabadaza - Kibibi,14.67,0.0,14.67,Unsealed,Unpaved,Mpigi,Central,32.18251722,0.11836495,32.17389507,0.23282013,Source ID retained
C189_Link01,C189_Link01,C189,C,Kayenje - Nkinga - Nakatoke,9.933,0.0,9.933,Unsealed,Unpaved,Mpigi,Central,32.10332608,0.17310894,32.04496541,0.11396048,Source ID retained
C190_Link01,C190_Link01,C190,C,Kayabwe - Nkozi - Kinyika - Ngando - Wab,38.574,0.0,38.574,Unsealed,Unpaved,Mpigi,Central,32.03117745,-0.01266384,31.81207374,0.1573756,Source ID retained
C191_Link01,C191_Link01,C191,C,Katonga - Ggolo,11.119,0.0,11.119,Unsealed,Unpaved,Mpigi,Central,32.00071047,-0.0392107,32.05895645,-0.09665399,Source ID retained
C193_Link01,C193_Link01,C193,C,Wakiso-Kassengejja- Matugga,9.914,0.0,9.914,Unsealed,Unpaved,Kampala,Central,32.48047858,0.39803387,32.52890356,0.45944511,Source ID retained
C194_Link01,C194_Link01,C194,C,Matugga - Kasangati,9.544,0.0,9.544,Unsealed,Unpaved,Kampala,Central,32.52846834,0.46026958,32.60265606,0.43812995,Source ID retained
C194_Link02,C194_Link02,C194,C,Kasangati - Kyaliwajala,8.393,9.544,17.937,Unsealed,Unpaved,Kampala,Central,32.60265606,0.43812995,32.64672064,0.38022829,Source ID retained
C195_Link01,C195_Link01,C195,C,Nakawuka - Kasanje,9.452,0.0,9.452,Unsealed,Unpaved,Kampala,Central,32.46239085,0.18846528,32.39951758,0.15297767,Source ID retained
C196_Link01,C196_Link01,C196,C,Bujuuko Railway Access,2.889,0.0,2.889,Unsealed,Unpaved,Mpigi,Central,32.37398852,0.33892564,32.37633978,0.36094473,Source ID retained
C197_Link01,C197_Link01,C197,C,Kawolongojjo Railway Access,2.56,0.0,2.56,Unsealed,Unpaved,Mpigi,Central,32.18550377,0.37781274,32.18230668,0.40013292,Source ID retained
C198_Link01,C198_Link01,C198,C,Budo-Nakasozi,3.718,0.0,3.718,Bituminous,Paved,Mpigi,Central,32.48761775,0.28467257,32.48916505,0.25855181,Source ID retained
C199_Link01,C199_Link01,C199,C,Nabbingo Access Road,1.484,0.0,1.484,Bituminous,Paved,Mpigi,Central,32.47878792,0.27869596,32.47901664,0.29036954,Source ID retained
C200_Link01,C200_Link01,C200,C,Lukolo-Bunjako,13.855,0.0,13.855,Unsealed,Unpaved,Mpigi,Central,32.09734456,-0.01133841,32.18638767,-0.07137187,Source ID retained
C201_Link01,C201_Link01,C201,C,Kabasanda-Kakindu-Zigoti,21.105,0.0,21.105,Unsealed,Unpaved,Mpigi,Central,32.22655031,0.263729,32.16568331,0.37900467,Source ID retained
C210_Link01,C210_Link01,C210,C,Nyendo - Masaka,5.398,0.0,5.398,Bituminous,Paved,Masaka,Central,31.76387582,-0.30855474,31.73462139,-0.34298484,Source ID retained
C211_Link01,C211_Link01,C211,C,Nyendo - Lambu port Junction,30.752,0.0,30.752,Bituminous,Paved,Masaka,Central,31.75352417,-0.32522617,31.9959602,-0.3064794,Source ID retained
C211_Link02,C211_Link02,C211,C,Lambu port Junction - Bukakata,5.039,30.752,35.791,Bituminous,Paved,Masaka,Central,31.9959602,-0.3064794,32.02634624,-0.273757,Source ID retained
C212_Link01,C212_Link01,C212,C,Bukakata - Lambu Port,4.979,0.0,4.979,Bituminous,Paved,Masaka,Central,31.99605443,-0.3063435,32.03712111,-0.30273141,Source ID retained
C213_Link01,C213_Link01,C213,C,Bukakata - Old Landing Site,1.874,0.0,1.874,Unsealed,Unpaved,Masaka,Central,32.01245969,-0.28490589,32.01590851,-0.27230262,Source ID retained
C214_Link01,C214_Link01,C214,C,Lyantonde - Lumbugu,48.889,0.0,48.889,Unsealed,Unpaved,Masaka,Central,31.1538752,-0.40541097,31.41804671,-0.68471894,Source ID retained
C214_Link02,C214_Link02,C214,C,Lumbugu - Kyotera,16.241,48.889,65.13,Bituminous,Paved,Masaka,Central,31.41804671,-0.68471894,31.54088847,-0.63515652,Source ID retained
C215_Link01,C215_Link01,C215,C,Villa Maria - Kalungu,25.792,0.0,25.792,Unsealed,Unpaved,Masaka,Central,31.73753549,-0.23119281,31.74089925,-0.0104917,Source ID retained
C215_Link02,C215_Link02,C215,C,Kalungu - Mityegonga,9.315,25.792,35.107,Unsealed,Unpaved,Masaka,Central,31.74089925,-0.0104917,31.74966907,0.0728338,Source ID retained
C215_Link03,C215_Link03,C215,C,Mityegonga - Kabulasoke,13.25,35.107,48.357,Unsealed,Unpaved,Masaka,Central,31.74966907,0.0728338,31.81175216,0.15746696,Source ID retained
C216_Link01,C216_Link01,C216,C,Lukaya - Miwuula,25.918,0.0,25.918,Unsealed,Unpaved,Masaka,Central,31.88054897,-0.14252873,31.74091489,-0.01040188,Source ID retained
C217_Link01,C217_Link01,C217,C,Miwula - Bweera-Kagologolo,35.583,0.0,35.583,Unsealed,Unpaved,Masaka,Central,31.74087895,-0.01066419,31.56318149,-0.13005313,Source ID retained
C218_Link01,C218_Link01,C218,C,Masaka - Kidda - Buwunga - Nkuke - Kyana,31.956,0.0,31.956,Unsealed,Unpaved,Masaka,Central,31.73683494,-0.3427947,31.67909069,-0.54878558,Source ID retained
C219_Link01,C219_Link01,C219,C,Masaka army barracks,1.018,0.0,1.018,Unsealed,Unpaved,Masaka,Central,31.73791911,-0.32533107,31.729206,-0.32266487,Source ID retained
C220_Link01,C220_Link01,C220,C,Degeya PTTC off Masaka Township,3.757,0.0,3.757,Unsealed,Unpaved,Masaka,Central,31.74235213,-0.31630366,31.73781381,-0.28598464,Source ID retained
C221_Link01,C221_Link01,C221,C,Kalisizo - Lusakalwamese,8.033,0.0,8.033,Unsealed,Unpaved,Masaka,Central,31.62251112,-0.53208103,31.67907408,-0.54871385,Source ID retained
C221_Link02,C221_Link02,C221,C,Lusakalwamese - Bikira,24.712,8.033,32.745,Unsealed,Unpaved,Masaka,Central,31.67907408,-0.54871385,31.56370648,-0.61864245,Source ID retained
C222_Link01,C222_Link01,C222,C,Kyesiga-Malembo Landing site,13.114,0.0,13.114,Unsealed,Unpaved,Masaka,Central,31.72237941,-0.59814075,31.75489028,-0.70404411,Source ID retained
C223_Link01,C223_Link01,C223,C,Taba -Kyeesiga-Ddimo Landing site,17.097,0.0,17.097,Unsealed,Unpaved,Masaka,Central,31.691367,-0.55944863,31.79768742,-0.65445939,Source ID retained
C224_Link01,C224_Link01,C224,C,Kyapa - Kasensero,41.903,0.0,41.903,Unsealed,Unpaved,Masaka,Central,31.50237329,-0.81044559,31.76328067,-0.92170856,Source ID retained
C225_Link01,C225_Link01,C225,C,Kyabakuza - Kiwangala - Ndagwe - Namabal,60.928,0.0,60.928,Unsealed,Unpaved,Masaka,Central,31.70920585,-0.3383977,31.26743216,-0.53781788,Source ID retained
